title,pkg.filename,pkg.source,app.type,tags,app.title.full,app.title.short,app.credits,review.rating,text,review.status,pkg.version,review.summary,test.hw.model,test.hw.type,test.os.family,test.os.version
"afzkl.development.mVideoPlayer","afzkl.development.mVideoPlayer","com.android.vending","non-game","non-game software","mVideoPlayer","mVideoPlayer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.Anodyne.humble","air.Anodyne.humble","humblebundle","game","videogame","Anodyne","Anodyne","Analgesic Productions L.L.C.","X","Ne fonctionne pas sur l'Asus Transformer Prime     ;","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.au.com.minimega.bonza","air.au.com.minimega.bonza","com.android.vending","game","videogame","Bonza","Bonza","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.be.stib.timejump","air.be.stib.timejump","com.android.vending","game","videogame","TimeJump","TimeJump","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.absolutist.fitzhd","air.com.absolutist.fitzhd","com.amazon.venezia","game","videogame","Fitz: Match 3 Puzzle","Fitz: Match 3 Puzzle","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.befunky.BeFunkyPhotoEditorPro","air.com.befunky.BeFunkyPhotoEditorPro","com.amazon.venezia","non-game","non-game software","BeFunky","BeFunky","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.boostr.Air","air.com.boostr.Air","com.android.vending","game","videogame" "collectible card game","Urban Rivals","Urban Rivals","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.bulkypix.quad","air.com.bulkypix.quad","com.android.vending","game","videogame" "color flooding" "puzzle","4444","4444","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.differencegames.hohauntedhouse2full","air.com.differencegames.hohauntedhouse2full","com.amazon.venezia","game","videogame","Hidden Object - Haunted House 2","Hidden Object - Haunted House 2","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.distractionware.dontlookback","air.com.distractionware.dontlookback","com.android.vending","game","videogame" "platformer","DLB","DLB","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.distractionware.supgrav","air.com.distractionware.supgrav","com.android.vending","game","videogame" "obstacle avoider","Super Gravitron","Super Gravitron","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.dongba.doori","air.com.dongba.doori","com.android.vending","game","videogame" "reflex" "two players","2 Players Touch","2 Players Touch","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.EXswap.Mindomo","air.com.EXswap.Mindomo","com.android.vending","non-game","non-game software","Mindomo","Mindomo","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.forestmoongames.relicrush","air.com.forestmoongames.relicrush","humblebundle","game","videogame","Relic Rush","Relic Rush","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.goblin.escapestory","air.com.goblin.escapestory","com.amazon.venezia","game","videogame","Escape Story","Escape Story","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.luckyDragon","air.com.luckyDragon","com.amazon.venezia","game","videogame","Lucky Dragon","Lucky Dragon","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.mobestmedia.escapethroughhistory","air.com.mobestmedia.escapethroughhistory","com.amazon.venezia","game","videogame","Escape History","Escape History","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.mobigrow.canyouescapeadsfree","air.com.mobigrow.canyouescapeadsfree","com.amazon.venezia","game","videogame","Can You Escape Ads Free","Can You Escape Ads Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.mobigrow.canyouescapeadventure","air.com.mobigrow.canyouescapeadventure","com.amazon.venezia","game","videogame","Can You Escape - Adventure","Can You Escape - Adventure","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.noodlecake.trialsOfGlork.humble","air.com.noodlecake.trialsOfGlork.humble","game","videogame","—","GLORK","GLORK","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.northwaygames.Incredipede.humble","air.com.northwaygames.Incredipede.humble","humblebundle","game","videogame" "puzzle","Incredipede","Incredipede","Northway Games","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.proceduralactivity.soulstcg","air.com.proceduralactivity.soulstcg","com.android.vending","game","videogame","Souls TCG","Souls TCG","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.sarahnorthway.rebuild2humble","air.com.sarahnorthway.rebuild2humble","humblebundle","game","videogame","Rebuild","Rebuild","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.sfbgames.DetectiveGrimoire","air.com.sfbgames.DetectiveGrimoire","game","videogame","—","D. Grimoire","D. Grimoire","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.starpause.wagerg","air.com.starpause.wagerg","com.android.vending","non-game","non-game software","WAG ERG","WAG ERG","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.stateofplaygames.kami","air.com.stateofplaygames.kami","humblebundle","game","videogame" "color flooding" "puzzle","KAMI","KAMI","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.com.treefortress.Bardbarian.HumbleBundle","air.com.treefortress.Bardbarian.HumbleBundle","humblebundle","game","videogame","Bardbarian - Humble Bundle Edition","Bardbarian - Humble Bundle Edition","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.cz.cfc.androidam.ToddlerAquarium","air.cz.cfc.androidam.ToddlerAquarium","com.amazon.venezia","game","videogame","Alphabet Aquarium","Alphabet Aquarium","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.de.daedalic.puzzleedna1","air.de.daedalic.puzzleedna1","com.amazon.venezia","game","videogame","Edna & Harvey – The Puzzle","Edna & Harvey – The Puzzle","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.Fly","air.Fly","com.android.vending","game","videogame","Fly","Fly","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.gd.sos.mcpixel.humble","air.gd.sos.mcpixel.humble","humblebundle","game","videogame" "adventure" "minimalism","McPixel","McPixel","Sos","3","Aventure point'n'click ultra-lite et loufoque. Chaque tableau offre quelques secondes à peine pour éviter l'explosion. La plupart des solutions sont absurdes, au-delà même de Monkey Island.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.GENKAN","air.GENKAN","com.android.vending","game","videogame" "point and click" "adventure" "minimalism" "find the key, escape the room","GEN-KAN","GEN-KAN","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.GENKAN2","air.GENKAN2","com.android.vending","game","videogame" "point and click" "adventure" "minimalism" "find the key, escape the room","GEN-KAN 2","GEN-KAN 2","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.infurerpgkuesuto","air.infurerpgkuesuto","com.android.vending","game","videogame" "rpg","InflationRPG","InflationRPG","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.Matryoshka","air.Matryoshka","com.android.vending","game","videogame" "point and click" "adventure" "minimalism" "find the key, escape the room","Matryoshka","Matryoshka","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.net.machinarium.Machinarium.A1280.humble","air.net.machinarium.Machinarium.A1280.humble","humblebundle","game","videogame" "adventure","Machinarium","Machinarium","Amanita Design","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.ohnoo.story.book.game.kids","air.ohnoo.story.book.game.kids","com.amazon.venezia","game","videogame","Amelia","Amelia","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"air.RoomGForIPad","air.RoomGForIPad","com.android.vending","game","videogame" "point and click" "adventure" "minimalism" "find the key, escape the room","ROOM Γ","ROOM Γ","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"android.game.prboom","android.game.prboom","fdroid","game","videogame","PrBoom For Android","PrBoom For Android","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"app.Appstervan.MobiMail","app.Appstervan.MobiMail","com.amazon.venezia","non-game","non-game software","MobiMail","MobiMail","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"appinventor.ai_etaoi_keyboard.ETAOIalpha","appinventor.ai_etaoi_keyboard.ETAOIalpha","com.android.vending","non-game","non-game software","ETAOIalpha","ETAOIalpha","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"appinventor.ai_jwhiting7.SotMSidekick","appinventor.ai_jwhiting7.SotMSidekick","com.android.vending","non-game","non-game software" "boardgame" "helper","SotM Sidekick","SotM Sidekick","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"at.appscore.gboard_lite","at.appscore.gboard_lite","com.android.vending","non-game","non-game software","G-board Lite","G-board Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"at.impossibru.boolitaire","at.impossibru.boolitaire","com.android.vending","game","videogame","Boolitaire","Boolitaire","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"at.tomtasche.reader","at.tomtasche.reader","com.amazon.venezia","non-game","non-game software","OpenDocument Reader","OpenDocument Reader","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"au.com.phil","au.com.phil","com.android.vending","game","videogame","Abduction!","Abduction!","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"au.com.phil.minedemo","au.com.phil.minedemo","com.android.vending","game","videogame","Gem Miner","Gem Miner","Psym Mobile","1","Minecraft 2D sans HD : bof. On creuse, on récolte, on remonte, on revend, on achète du matériel et c'est reparti… Mouais. L'ergonomie est moyenne sur tablette. Et les graphismes sont … trop LowDef.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"au.com.tinmangames.fightingfantasy.appointmentwithfear.humble","au.com.tinmangames.fightingfantasy.appointmentwithfear.humble","humblebundle","game","videogame" "gamebook","F.E.A.R.","F.E.A.R.","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"au.com.tinmangames.fightingfantasy.forestofdoom.humble","au.com.tinmangames.fightingfantasy.forestofdoom.humble","game","videogame","—","FF:FOD","FF:FOD","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"aws.apps.networkInfoIi","aws.apps.networkInfoIi","com.android.vending","non-game","non-game software" "network" "scanner","Network Info II","Network Info II","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"bitendian.bitmpc","bitendian.bitmpc","com.android.vending","non-game","non-game software" "audio player" "mpd client","BitMPC","BitMPC","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"br.com.beholdstudios.knightspp","br.com.beholdstudios.knightspp","humblebundle","game","videogame","Pen and Paper","Pen and Paper","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"br.usp.ime.retrobreaker","br.usp.ime.retrobreaker","fdroid","game","videogame","Retro Breaker","Retro Breaker","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"burrows.apps.appmanager","burrows.apps.appmanager","com.android.vending","non-game","non-game software" "application manager","App Manager","App Manager","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"burrows.apps.busybox","burrows.apps.busybox","com.android.vending","non-game","non-game software","BusyBox","BusyBox","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"burrows.apps.crypto","burrows.apps.crypto","com.android.vending","non-game","non-game software","Crypto","Crypto","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"burrows.apps.rootchecker","burrows.apps.rootchecker","com.android.vending","non-game","non-game software" "hack" "root manager","Root Checker","Root Checker","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"burrows.apps.sdcard","burrows.apps.sdcard","com.android.vending","non-game","non-game software" "sdcard","SD Card Rescan","SD Card Rescan","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"by.game.binumbers","by.game.binumbers","com.android.vending","game","videogame","2048","2048","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"byrne.fractal","byrne.fractal","com.android.vending","non-game","non-game software","Fractoid","Fractoid","Dave Byrne","2","Joli, varié mais on se lasse vite. Mandelbrot, Julia, etc. c'est toujours sympa. Meilleur que Fractal Explorer. Intéressant de découvrir une variété d'équations. Mais l'exploration des fractals reste trop passive et on se lasse.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"cc.openframeworks.humbleBadHotel","cc.openframeworks.humbleBadHotel","humblebundle","game","videogame" "tower defense","Bad Hotel","Bad Hotel","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"cc.openframeworks.SphereTones","cc.openframeworks.SphereTones","com.android.vending","non-game","non-game software","SphereTones","SphereTones","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"ccc71.at.free","ccc71.at.free","com.android.vending","non-game","non-game software","3C Toolbox","3C Toolbox","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"ccc71.pmw","ccc71.pmw","com.android.vending","non-game","non-game software" "system manager","System Tuner","System Tuner","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"ch.feinheit.games.firststrike_humble","ch.feinheit.games.firststrike_humble","humblebundle","game","videogame","FirstStrike","FirstStrike","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"cm.aptoide.pt","cm.aptoide.pt","web=http://www.aptoide.com/","non-game","non-game software","Aptoide","Aptoide","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"cn.bluesky.ataxx","cn.bluesky.ataxx","com.android.vending","game","videogame" "boardgame conversion" "domination","Ataxx","Ataxx","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"cn.bluesky.mills","cn.bluesky.mills","com.android.vending","game","videogame" "boardgame conversion","Mills","Mills","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"co.ygopro.ygoproandroid","co.ygopro.ygoproandroid","com.android.vending","game","videogame","Ygopro","Ygopro","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"coconutlabs.game.playcurling","coconutlabs.game.playcurling","com.android.vending","game","videogame","Play! Curling","Play! Curling","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.a0soft.gphone.app2sd","com.a0soft.gphone.app2sd","com.android.vending","non-game","non-game software" "application manager","AppMgr III","AppMgr III","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.abbyy.mobile.bcr.full.amazon","com.abbyy.mobile.bcr.full.amazon","com.amazon.venezia","non-game","non-game software","ABBYY BCR","ABBYY BCR","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.abbyy.mobile.textgrabber.lite","com.abbyy.mobile.textgrabber.lite","com.amazon.venezia","non-game","non-game software","ABBYY TextGrabber Lite","ABBYY TextGrabber Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.academmedia.FalldownFree","com.academmedia.FalldownFree","com.android.vending","game","videogame" "tilting" "marble maze","Falling Down Ball","Falling Down Ball","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.acadoid.lecturenotestrial","com.acadoid.lecturenotestrial","com.android.vending","non-game","non-game software","LectureNotes (Trial Version)","LectureNotes (Trial Version)","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.acceleroto.unpossible","com.acceleroto.unpossible","com.amazon.venezia","game","videogame","Unpossible","Unpossible","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.adobe.flashplayer","com.adobe.flashplayer","com.android.vending","non-game","non-game software" "extension" "player","Adobe Flash Player 11.1","Adobe Flash Player 11.1","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.adobe.reader","com.adobe.reader","com.android.vending","non-game","non-game software" "reader" "pdf","Adobe Reader","Adobe Reader","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.adsk.sketchbookhd","com.adsk.sketchbookhd","com.amazon.venezia","non-game","non-game software","Autodesk SketchBook","Autodesk SketchBook","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.adsk.sketchbookhdexpress","com.adsk.sketchbookhdexpress","com.android.vending","non-game","non-game software","SketchBookX","SketchBookX","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.advancedprocessmanager","com.advancedprocessmanager","com.android.vending","non-game","non-game software","Android Assistant","Android Assistant","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aerilys.acr.android","com.aerilys.acr.android","com.android.vending","non-game","non-game software","Astonishing Comic Reader","Astonishing Comic Reader","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.afkettler.pro.earth","com.afkettler.pro.earth","com.amazon.venezia","non-game","non-game software" "wallpaper","Earth&Moon Pro","Earth&Moon Pro","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.agence3pp","com.agence3pp","com.android.vending","non-game","non-game software" "network","4Gmark","4Gmark","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.agent0013.einsteinlite","com.agent0013.einsteinlite","com.android.vending","game","videogame" "puzzle","Einstein's Logic Lite","Einstein's Logic Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.agilesoftresource","com.agilesoftresource","com.android.vending","non-game","non-game software" "archiver","AndroZip File Manager","AndroZip File Manager","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aitype.android.amazon.pfull","com.aitype.android.amazon.pfull","com.amazon.venezia","non-game","non-game software","ai.type Keyboard","ai.type Keyboard","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aitype.android.lang.fr","com.aitype.android.lang.fr","com.amazon.venezia","non-game","non-game software","ai.type French Predictionary","ai.type French Predictionary","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aksharastudios.eop","com.aksharastudios.eop","com.amazon.venezia","non-game","non-game software","Elements of Photography","Elements of Photography","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alarmclock.xtreme.free","com.alarmclock.xtreme.free","com.android.vending","non-game","non-game software" "time" "alarm" "timer","Alarm Clock Xtreme Free","Alarm Clock Xtreme Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alawar.WeirdPark2.Amazon","com.alawar.WeirdPark2.Amazon","com.amazon.venezia","game","videogame","Weird park: Scary tales","Weird park: Scary tales","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aldiko.android","com.aldiko.android","com.android.vending","non-game","non-game software","Aldiko","Aldiko","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alexboldit.cyclone","com.alexboldit.cyclone","com.amazon.venezia","game","videogame","Cyclone","Cyclone","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alexjlockwood.twentyfortyeight","com.alexjlockwood.twentyfortyeight","com.android.vending","game","videogame" "sliding tiles" "puzzle","2048++","2048++","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alfray.asqare","com.alfray.asqare","fdroid","game","videogame","Asqare","Asqare","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.all4game.unrollball","com.all4game.unrollball","com.android.vending","game","videogame","Unroll Ball","Unroll Ball","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alltrails.alltrails","com.alltrails.alltrails","com.android.vending","non-game","non-game software","AllTrails","AllTrails","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.ally.griddlersplus","com.ally.griddlersplus","com.android.vending","game","videogame","Griddlers Plus","Griddlers Plus","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.alphonso.pulse","com.alphonso.pulse","com.android.vending","non-game","non-game software","Pulse","Pulse","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.amateurpixels.DesertBus.humble","com.amateurpixels.DesertBus.humble","humblebundle","game","videogame","—","—","—","X","Ne fonctionne pas sur l'Asus Transformer Prime","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.amazon.kindle","com.amazon.kindle","com.android.vending","non-game","non-game software" "reader" "kindle","Amazon Kindle","Amazon Kindle","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.amazon.venezia","com.amazon.venezia","web=http://www.amazon.com/","non-game","non-game software" "application manager" "store","Appstore","Appstore","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.and.games505.Terraria","com.and.games505.Terraria","com.android.vending","game","videogame","Terraria","Terraria","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.andersontao.mr.eparti","com.andersontao.mr.eparti","com.android.vending","game","videogame","Mr. E: Part I","Mr. E: Part I","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.andersontao.sellwords","com.andersontao.sellwords","com.android.vending","game","videogame","SellWords (FREE)","SellWords (FREE)","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androguide.pimpmyrom","com.androguide.pimpmyrom","com.android.vending","non-game","non-game software","Pimp My Rom","Pimp My Rom","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.android.keepass","com.android.keepass","com.android.vending","non-game","non-game software" "security" "collection manager" "password","KeePassDroid","KeePassDroid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.atari","com.androidemu.atari","web=http://sourceforge.net/projects/ataroid/","non-game","non-game software" "emulator","Ataroid","Ataroid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.gba","com.androidemu.gba","fdroid","non-game","non-game software" "emulator","GameBoid","GameBoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.gbc","com.androidemu.gbc","fdroid","non-game","non-game software" "emulator","GBCoid","GBCoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.gens","com.androidemu.gens","web=http://sourceforge.net/projects/androidemu/files/","non-game","non-game software" "emulator","Gensoid","Gensoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.gg","com.androidemu.gg","web=http://sourceforge.net/projects/androidemu/files/","non-game","non-game software" "emulator","Gearoid","Gearoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.nes","com.androidemu.nes","fdroid","non-game","non-game software" "emulator","Nesoid","Nesoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidemu.snes","com.androidemu.snes","web=http://sourceforge.net/projects/androidemu/files/","non-game","non-game software" "emulator","SNesoid","SNesoid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidrocker.taskkiller","com.androidrocker.taskkiller","com.android.vending","non-game","non-game software" "task manager","Task Killer","Task Killer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androidzoom.androidnative","com.androidzoom.androidnative","com.android.vending","non-game","non-game software","AppsZoom","AppsZoom","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.androthsoft.battlefree","com.androthsoft.battlefree","com.android.vending","game","videogame" "strategy","Wesnoth Free","Wesnoth Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.anglelabs.stopwatch.free","com.anglelabs.stopwatch.free","com.android.vending","non-game","non-game software" "time" "stopwatch","Stopwatch Xtreme Free","Stopwatch Xtreme Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.angrymobgames.guerrillaboblite","com.angrymobgames.guerrillaboblite","com.android.vending","game","videogame","Guerrilla Bob LITE","Guerrilla Bob LITE","Angry Mod Games","1","Sympa, bien fait mais … sans plus.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.angrymobgames.muffinknight3rdparty","com.angrymobgames.muffinknight3rdparty","com.amazon.venezia","game","videogame","Muffin Knight","Muffin Knight","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.animalshogi","com.animalshogi","com.android.vending","game","videogame" "boardgame conversion","Animal Shogi","Animal Shogi","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.antiy.avl","com.antiy.avl","com.android.vending","non-game","non-game software","AVL","AVL","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.antiy.avlpro","com.antiy.avlpro","com.android.vending","non-game","non-game software","AVL Pro","AVL Pro","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.anttek.explorer","com.anttek.explorer","com.android.vending","non-game","non-game software","AntTek Explorer (File Manager)","AntTek Explorer (File Manager)","AntTek","2","Correct mais gère mal les « merges ». Or je n'ai pas actuellement besoin de ses fonctionnalités avancées.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.anysoftkeyboard.languagepack.french","com.anysoftkeyboard.languagepack.french","fdroid","non-game","non-game software" "extension" "keyboard" "language" "french","AnySoftKeyboard - French Language Pack","AnySoftKeyboard - French Language Pack","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.aor.droidicious.free","com.aor.droidicious.free","com.android.vending","non-game","non-game software","Droidicious Free","Droidicious Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.app2square.schnapsen","com.app2square.schnapsen","com.android.vending","game","videogame" "boardgame conversion" "cardgame","Schnapsen FREE","Schnapsen FREE","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
