title,pkg.filename,pkg.source,app.type,tags,app.title.full,app.title.short,app.credits,review.rating,text,review.status,pkg.version,review.summary,test.hw.model,test.hw.type,test.os.family,test.os.version
"com.quintstoffers.DataSync.beta","com.quintstoffers.DataSync.beta","com.android.vending","non-game","non-game software","DataSync","DataSync","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.qustomer.android","com.qustomer.android","com.android.vending","non-game","non-game software","Qustomer","Qustomer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rachum.amir.skyhiking.android","com.rachum.amir.skyhiking.android","com.android.vending","game","videogame" "boardgame conversion","Sky Hiking","Sky Hiking","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.radiangames.slydris","com.radiangames.slydris","com.amazon.venezia","game","videogame","Slydris","Slydris","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.radiangames.supercrossfighter","com.radiangames.supercrossfighter","com.amazon.venezia","game","videogame","Super CF","Super CF","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rafoid.multimountsdcard.widget.free","com.rafoid.multimountsdcard.widget.free","com.android.vending","non-game","non-game software","Multi Mount SD-Card Lite","Multi Mount SD-Card Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rastergrid.game.pocketsoccer","com.rastergrid.game.pocketsoccer","com.android.vending","game","videogame" "flicking" "air hockey","Pocket Soccer","Pocket Soccer","Rastergrid Entertainment","2","Contrôle difficile sur la TFP. Il y a parfois des shots brusques très puissants sans qu'on ne bouge le doigt et parfois les impulsions se soldent par un surplace. Le jeu a cependant l'air prometteur. Sera probablement meilleur en version HD.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.ravensburgerdigital.scotlandyardmaster","com.ravensburgerdigital.scotlandyardmaster","com.android.vending","game","videogame" "boardgame conversion","Scotland Yard Master","Scotland Yard Master","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rebelnow.fingerboard","com.rebelnow.fingerboard","com.android.vending","game","videogame","Fingerboard Lite","Fingerboard Lite","RebelNow.com","1","Incontrôlable sur TFP.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.recax.mjclub","com.recax.mjclub","com.android.vending","game","videogame","雀王會館","雀王會館","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.redphx.markethelper","com.redphx.markethelper","web=http://codekiem.com/2013/02/13/market-helper/","non-game","non-game software" "hack" "store","Market Helper","Market Helper","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.redprawngames.colorino.android","com.redprawngames.colorino.android","com.android.vending","game","videogame","Colorino","Colorino","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.reicast.emulator","com.reicast.emulator","fdroid","non-game","non-game software","reicast","reicast","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.remedy.DeathRallyFREE","com.remedy.DeathRallyFREE","com.android.vending","game","videogame" "racing","Death Rally","Death Rally","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.replay.festermudd1","com.replay.festermudd1","com.android.vending","game","videogame","Fester Mudd","Fester Mudd","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.replica.replicaisland","com.replica.replicaisland","fdroid","game","videogame","Replica Island","Replica Island","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.resonos.games.jewelblaster","com.resonos.games.jewelblaster","com.android.vending","game","videogame","Jewel Blaster","Jewel Blaster","Resonos","1","Puzzle Bobble qui tourne… Mouais.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rhmsoft.fm.hd","com.rhmsoft.fm.hd","com.android.vending","non-game","non-game software","File Manager HD","File Manager HD","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.ridgelineapps.resdicegame","com.ridgelineapps.resdicegame","fdroid","game","videogame","Catan Dice Game","Catan Dice Game","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.ridgelineapps.twixt","com.ridgelineapps.twixt","com.android.vending","game","videogame" "boardgame conversion","TwixT","TwixT","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rj.processing.plasmasoundhd","com.rj.processing.plasmasoundhd","com.android.vending","non-game","non-game software","Plasma Sound","Plasma Sound","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rnet.robominer","com.rnet.robominer","com.android.vending","game","videogame","Robo Miner","Robo Miner","reiti.net","1","Répétitif, ergonomie bof …","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.robotentertainment.heroacademy","com.robotentertainment.heroacademy","humblebundle","game","videogame","Hero Academy","Hero Academy","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.robotinvader.fooding","com.robotinvader.fooding","com.android.vending","game","videogame" "action" "puzzle" "arcade","Rise of Blobs","Rise of Blobs","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.robotinvader.knightmare","com.robotinvader.knightmare","com.android.vending","game","videogame","Wind-up Knight","Wind-up Knight","Robot Invader","1","Simpliste, peu ergonomique et fausse gratuité. Simpliste, en tout cas dans les niveaux de « démonstration » gratuit : seuls les réflexes comptent (très proche de Line Runner sans en avoir l'élégance). Or les boutons sont plutôt mal placés pour une tablette. Enfin, on ne bénéficie que de quelques niveaux et objets « power-up ». Pour le reste, il faudra payer. D'ailleurs, on vous propose plusieurs fois de le faire « immédiatement » pour bénéficier d'un tarif réduit. Écœurement.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.roguetemple.hydroid","com.roguetemple.hydroid","fdroid","game","videogame","Hydra Slayer","Hydra Slayer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.roguetemple.hyperroid","com.roguetemple.hyperroid","fdroid","game","videogame","HyperRogue III","HyperRogue III","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.roksoft.profiteer","com.roksoft.profiteer","com.android.vending","game","videogame","Profiteer Lite","Profiteer Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rookiestudio.perfectviewer","com.rookiestudio.perfectviewer","com.android.vending","non-game","non-game software" "document viewer" "comics" "donationware","Perfect Viewer","Perfect Viewer","Rookie001","5","Excellent lecteur de BD (comic books) & PDF. Stabilité, rapidité, richesse de fonctionnalités : qualité d'affichage optimale grâce à différents filtres de rendu et contrôles, découpage de l'écran en multiples zones réactives, gère parfaitement les cb7 (en plus des habituels cbr et cbz), etc. Dommage cependant qu'il ne permettent pas de cacher la barre des tâches d'Android et qu'il n'accepte pas certains formats (cba, cbt, tiff…)","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rookiestudio.perfectviewer.pdfplugin","com.rookiestudio.perfectviewer.pdfplugin","com.android.vending","non-game","non-game software" "document viewer" "comics" "pdf","Perfect Viewer PDF Plugin","Perfect Viewer PDF Plugin","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.Room247.Magnetoid","com.Room247.Magnetoid","com.android.vending","game","videogame","MAGNETOID","MAGNETOID","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rootuninstaller.firewall","com.rootuninstaller.firewall","com.android.vending","non-game","non-game software" "network" "security" "firewall","Root Firewall","Root Firewall","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rootuninstaller.free","com.rootuninstaller.free","com.android.vending","non-game","non-game software","Uninstaller Pro","Uninstaller Pro","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rootuninstaller.uninstaller","com.rootuninstaller.uninstaller","com.android.vending","non-game","non-game software","Uninstaller","Uninstaller","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rottzgames.logic","com.rottzgames.logic","com.android.vending","game","videogame","Real Einstein Puzzle","Real Einstein Puzzle","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rovio.angrybirds","com.rovio.angrybirds","com.android.vending","game","videogame" "artilery","Angry Birds","Angry Birds","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rovio.angrybirdsstarwarsii.ads","com.rovio.angrybirdsstarwarsii.ads","com.android.vending","game","videogame" "artilery","Angry Birds Star Wars 2","Angry Birds Star Wars 2","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rovio.angrybirdsstarwarsii.premium.amz","com.rovio.angrybirdsstarwarsii.premium.amz","com.amazon.venezia","game","videogame","Angry Birds","Angry Birds","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rovio.angrybirdsstella","com.rovio.angrybirdsstella","com.android.vending","game","videogame","Angry Birds","Angry Birds","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.roviostars.tinythief","com.roviostars.tinythief","com.amazon.venezia","game","videogame","Tiny Thief","Tiny Thief","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rubicon.dev.combatmonsters","com.rubicon.dev.combatmonsters","com.android.vending","game","videogame","Combat Monsters","Combat Monsters","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rubicon.dev.glwg.free","com.rubicon.dev.glwg.free","com.android.vending","game","videogame" "turn-based strategy","GLWG","GLWG","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.runestonegames.mysterycastle.episode1","com.runestonegames.mysterycastle.episode1","com.amazon.venezia","game","videogame","Mystery Castle HD - Episode 1","Mystery Castle HD - Episode 1","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.RunnerGames.game.PumpkinsVsMonster_AD","com.RunnerGames.game.PumpkinsVsMonster_AD","com.android.vending","game","videogame","PvM","PvM","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rw.wildcube","com.rw.wildcube","com.android.vending","game","videogame","Wild Cube","Wild Cube","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.rws.dungelotFree","com.rws.dungelotFree","com.android.vending","game","videogame","Dungelot Lite","Dungelot Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.s0up.goomanager","com.s0up.goomanager","com.android.vending","non-game","non-game software" "application manager" "store","GooManager","GooManager","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sagosago.Monsters","com.sagosago.Monsters","com.amazon.venezia","game","videogame","Sago Mini Monsters","Sago Mini Monsters","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sam.hex","com.sam.hex","fdroid","game","videogame","Hex","Hex","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sand.airdroid","com.sand.airdroid","com.android.vending","non-game","non-game software","AirDroid","AirDroid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sandeel.bushidoblocks","com.sandeel.bushidoblocks","fdroid","game","videogame","Bushido Blocks","Bushido Blocks","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sapos_aplastados.game.clash_of_balls","com.sapos_aplastados.game.clash_of_balls","fdroid","game","videogame","Clash of Balls","Clash of Balls","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sattvik.clojure_repl","com.sattvik.clojure_repl","com.android.vending","non-game","non-game software" "programming" "repl","Clojure REPL","Clojure REPL","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sbcgames.deadlyabyss2","com.sbcgames.deadlyabyss2","com.amazon.venezia","game","videogame","DeadlyAbyss2","DeadlyAbyss2","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.scottgames.fivenights_humble","com.scottgames.fivenights_humble","humblebundle","game","videogame","Five Nights at Freddys","Five Nights at Freddys","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sdp.calculator","com.sdp.calculator","com.amazon.venezia","non-game","non-game software","Calculator","Calculator","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.seasmind.android.gmappmgr","com.seasmind.android.gmappmgr","com.android.vending","non-game","non-game software" "application manager","Gemini App Manager","Gemini App Manager","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sebalussolutions.milkinc","com.sebalussolutions.milkinc","com.amazon.venezia","game","videogame","Retro Milk Inc. (Ad-Free)","Retro Milk Inc. (Ad-Free)","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sebmorand.brightcom","com.sebmorand.brightcom","com.android.vending","non-game","non-game software" "display manager","Screen Dimmer","Screen Dimmer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.secretexit.zb2.humble","com.secretexit.zb2.humble","humblebundle","game","videogame","Zen Bound 2","Zen Bound 2","Secret Exit Ltd.","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.CrazyTaxi","com.sega.CrazyTaxi","humblebundle","game","videogame","CrazyTaxi","CrazyTaxi","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.SEGA.HAPPY_SONIC","com.SEGA.HAPPY_SONIC","humblebundle","non-game","non-game software" "wallpaper","Happy Sonic! Live Wallpaper.","Happy Sonic! Live Wallpaper.","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.sonic4ep2","com.sega.sonic4ep2","com.amazon.venezia","game","videogame","Sonic4 epII","Sonic4 epII","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.sonic4epi","com.sega.sonic4epi","humblebundle","game","videogame","Sonic4 EPI","Sonic4 EPI","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.soniccd","com.sega.soniccd","humblebundle","game","videogame","Sonic CD","Sonic CD","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.sonicdash","com.sega.sonicdash","com.amazon.venezia","game","videogame","Sonic Dash","Sonic Dash","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sega.ssasrsa","com.sega.ssasrsa","humblebundle","game","videogame","Sonic Racing","Sonic Racing","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.semisecretsoftware.Hundreds.humble","com.semisecretsoftware.Hundreds.humble","humblebundle","game","videogame" "dexterity" "puzzle","Hundreds","Hundreds","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.Sennep.OLOgame.humble","com.Sennep.OLOgame.humble","humblebundle","game","videogame" "two players","OLO","OLO","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.senri.da.hb","com.senri.da.hb","humblebundle","game","videogame","Devil's Attorney","Devil's Attorney","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sensorly.viewer","com.sensorly.viewer","com.android.vending","non-game","non-game software" "network","Sensorly","Sensorly","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shadowblade.humble","com.shadowblade.humble","humblebundle","game","videogame","Shadow Blade","Shadow Blade","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shatteredpixel.shatteredpixeldungeon","com.shatteredpixel.shatteredpixeldungeon","com.android.vending","game","videogame","Shattered Pixel Dungeon","Shattered Pixel Dungeon","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shelko.android.w10","com.shelko.android.w10","com.android.vending","non-game","non-game software","W10 Keyboard","W10 Keyboard","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shelko.android.w10.pro.fr.trial","com.shelko.android.w10.pro.fr.trial","com.android.vending","non-game","non-game software","W10 Keyboard Pro Trial","W10 Keyboard Pro Trial","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shelko.android.w10.trial","com.shelko.android.w10.trial","com.android.vending","non-game","non-game software","W10 Keyboard Trial","W10 Keyboard Trial","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.shurik.droidzebra","com.shurik.droidzebra","fdroid","game","videogame","DroidZebra","DroidZebra","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.siegecrafttd.humble","com.siegecrafttd.humble","humblebundle","game","videogame","Siegecraft Defender","Siegecraft Defender","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.siine.ime","com.siine.ime","com.android.vending","non-game","non-game software","Siine Keyboard","Siine Keyboard","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.silentlexx.instead","com.silentlexx.instead","fdroid","game","videogame","Instead","Instead","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sillycube.android.paperwar2player","com.sillycube.android.paperwar2player","com.android.vending","game","videogame" "two players","Paper War for 2 player","Paper War for 2 player","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sillycube.android.popieslite","com.sillycube.android.popieslite","com.android.vending","game","videogame" "whack-a-mole","Popies Lite","Popies Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.silvertree.cordy","com.silvertree.cordy","com.android.vending","game","videogame","—","SilverTree Media","2","Ultra-courte démo pour un beau platformer. Cette démo est tellement courte qu'il est difficile de se faire une idée réelle du jeu.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.simongreen.chordkey","com.simongreen.chordkey","com.android.vending","non-game","non-game software","ChordKey (demo)","ChordKey (demo)","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.simplecity.amp_pro","com.simplecity.amp_pro","com.amazon.venezia","non-game","non-game software","Shuttle+","Shuttle+","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.singlecellsoftware.caustic","com.singlecellsoftware.caustic","com.android.vending","non-game","non-game software","Caustic","Caustic","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sixtostart.zombies5k_humble","com.sixtostart.zombies5k_humble","humblebundle","game","videogame","Zombies 5k","Zombies 5k","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sketchbookexpress","com.sketchbookexpress","com.android.vending","non-game","non-game software","SketchBookX","SketchBookX","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.skybound.TWDA","com.skybound.TWDA","humblebundle","game","videogame","Walking Dead Assault","Walking Dead Assault","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.skylark95.amazonfreenotify","com.skylark95.amazonfreenotify","com.android.vending","non-game","non-game software","Free App Notifier","Free App Notifier","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sleepingbeastgames.spaceteam","com.sleepingbeastgames.spaceteam","com.android.vending","game","videogame","Spaceteam","Spaceteam","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.slovoed.noreg.merriam_webster.english_english_unabridged","com.slovoed.noreg.merriam_webster.english_english_unabridged","com.amazon.venezia","non-game","non-game software","Unabridged","Unabridged","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.smartandroidapps.audiowidget","com.smartandroidapps.audiowidget","com.android.vending","non-game","non-game software","AudioManager","AudioManager","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.smarterdroid.wififiletransfer","com.smarterdroid.wififiletransfer","com.android.vending","non-game","non-game software","WiFi File Transfer","WiFi File Transfer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.smartgameslive.roadblock","com.smartgameslive.roadblock","com.android.vending","game","videogame" "puzzle","Roadblock","Roadblock","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.smartgameslive.templetrapfree","com.smartgameslive.templetrapfree","com.android.vending","game","videogame" "puzzle","Temple Trap Free","Temple Trap Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.smartgameslive.titanic","com.smartgameslive.titanic","com.android.vending","game","videogame" "puzzle","Titanic Lite","Titanic Lite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.softwarebakery.drivedroid","com.softwarebakery.drivedroid","com.android.vending","non-game","non-game software","DriveDroid","DriveDroid","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sonicjump.sonicjump","com.sonicjump.sonicjump","com.amazon.venezia","game","videogame","SonicJump","SonicJump","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sonistudios.mmaze","com.sonistudios.mmaze","com.android.vending","game","videogame" "marble maze","Crystal-Maze","Crystal-Maze","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sonybmg.pinballrockshd","com.sonybmg.pinballrockshd","com.android.vending","game","videogame","Pinball Rocks","Pinball Rocks","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.soreha.mpdclienthd.free","com.soreha.mpdclienthd.free","com.android.vending","non-game","non-game software" "audio player" "mpd client","Droid MPD Client HD Free","Droid MPD Client HD Free","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sorts","com.sorts","com.android.vending","non-game","non-game software","Sorts","Sorts","Dan Martensen","1","Bonne idée mal réalisée. Animation peu compréhensible pour la plupart des méthodes de tri. Dommage.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.Soverance.EndlessReach","com.Soverance.EndlessReach","com.amazon.venezia","game","videogame","Endless Reach","Endless Reach","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spacechicks.humble","com.spacechicks.humble","humblebundle","game","videogame","Space Chicks","Space Chicks","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spartacusrex.comicalite","com.spartacusrex.comicalite","com.android.vending","non-game","non-game software","com.spartacusrex.comicalite","com.spartacusrex.comicalite","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spartacusrex.spartacuside","com.spartacusrex.spartacuside","com.android.vending","non-game","non-game software" "terminal emulator","Terminal IDE","Terminal IDE","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spazedog.mounts2sd","com.spazedog.mounts2sd","com.android.vending","non-game","non-game software","Mounts2SD","Mounts2SD","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spideroak.android","com.spideroak.android","com.android.vending","non-game","non-game software","SpiderOak","SpiderOak","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spidweb.avadon.humble","com.spidweb.avadon.humble","humblebundle","game","videogame","Avadon: The Black Fortress HD","Avadon: The Black Fortress HD","Spiderweb Software","2","Ultima-like : un jour peut-être. JDR/RPG ancienne mode en 3D isométrique. Pas particulièrement joli mais semble vaste et long, trop pour moi maintenant…","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spokdev.snakedefender","com.spokdev.snakedefender","com.android.vending","game","videogame","Snake Defender","Snake Defender","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spookyhousestudios.railmaze","com.spookyhousestudios.railmaze","com.android.vending","game","videogame" "puzzle","Rail Maze","Rail Maze","Spooky House Studios","3","Fun and cute plumber-like puzzler. with many levels","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.sportstracklive.stopwatch","com.sportstracklive.stopwatch","com.android.vending","non-game","non-game software" "time" "stopwatch" "timer","StopWatch & Timer","StopWatch & Timer","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spotify.mobile.android.ui","com.spotify.mobile.android.ui","com.android.vending","non-game","non-game software" "music" "store","Spotify","Spotify","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spotify.music","com.spotify.music","com.android.vending","non-game","non-game software" "music" "store","Spotify","Spotify","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.spryfox.tripletown","com.spryfox.tripletown","com.android.vending","game","videogame" "match three (or more)","TripleTown","TripleTown","Spry Fox LLC","3","Match-3 puzzler bien pensé, bien réalisé. Dommage qu'il ne soit pas tout à fait « gratuit ». Mais il reste correct en ne poussant pas à l'achat et surtout pas à des achats multiples.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.stainlessgames.carmageddonhumble","com.stainlessgames.carmageddonhumble","humblebundle","game","videogame","Stainless Games","Stainless Games","—","2","Écraser des piétons comme au bon vieux temps. Assez bonne ergonomie, graphisme non actualisé, c'est marrant quelques tours de circuits mais pas au-delà.","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.stainlessgames.D15","com.stainlessgames.D15","com.android.vending","game","videogame","Magic 2015","Magic 2015","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.staircase3.opensignal","com.staircase3.opensignal","com.android.vending","non-game","non-game software" "network","OpenSignal","OpenSignal","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.starcommand.scgame.humble","com.starcommand.scgame.humble","humblebundle","game","videogame","Star Command","Star Command","War Balloon","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.starrealms.starrealmsapp","com.starrealms.starrealmsapp","com.android.vending","game","videogame" "boardgame conversion" "cardgame","Star Realms","Star Realms","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.startpage.mobile","com.startpage.mobile","com.android.vending","non-game","non-game software" "Internet" "search engine","StartPage","StartPage","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.steadfastinnovation.android.projectpapyrus","com.steadfastinnovation.android.projectpapyrus","com.android.vending","non-game","non-game software","Papyrus","Papyrus","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
"com.stealthcopter.nexusrevamped","com.stealthcopter.nexusrevamped","com.android.vending","non-game","non-game software","Nexus Revamped","Nexus Revamped","—","—","—","juste importé","—","—","Asus Transformer Prime TF201","tablette","android","4.1.1"
